gender,body_shape,skin_tone,hair_color,personal_color,style,destination,weather,outfit_top,outfit_bottom,outfit_shoes,outfit_accessories,reason
Female,Apple,Dark,Red,Spring,Casual,Casual Outing,Rainy & Cool,Loose cotton tunic,Navy chinos,Espadrille sandals,"Waterproof trench coat, leather belt",Colors are chosen to match your personal palette.
Male,Hourglass,Olive,Blonde,Spring,Smart Casual,Travel,Rainy & Cool,Loose cotton tunic,Slim-fit jeans,Espadrille sandals,"Beanie, scarf",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Triangle,Medium,Blonde,Autumn,Streetwear,Travel,Hot & Humid,Flowy tank top,Pleated trousers,High-top sneakers,Silk scarf,Smart layers keep you dry and professional.
Male,Apple,Tan,Gray,Spring,Formal,Travel,Sunny & Warm,Denim jacket,A-line floral skirt,Nude heels,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Male,Hourglass,Light,Blonde,Spring,Bohemian,Travel,Rainy & Cool,White linen blouse,Wide-leg linen pants,Flat sandals,"Pearl earrings, clutch bag",Accessories add a personal touch to your look.
Male,Hourglass,Olive,Gray,Autumn,Formal,Travel,Hot & Humid,Denim jacket,Cargo pants,Nude heels,"Beanie, scarf",Light fabrics keep you cool and accessories protect from the sun.
Male,Rectangle,Light,Brown,Winter,Casual,Casual Outing,Cold & Windy,Loose cotton tunic,High-waisted denim shorts,Slip-on shoes,"Waterproof trench coat, leather belt",Light fabrics keep you cool and accessories protect from the sun.
Female,Rectangle,Medium,Black,Winter,Bohemian,Beach,Hot & Humid,Striped t-shirt,Pleated trousers,Ballet flats,Silk scarf,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Triangle,Tan,Black,Autumn,Bohemian,Campus,Mild & Pleasant,Light blue oxford shirt,Navy chinos,Slip-on shoes,"Crossbody bag, floppy hat",Colors are chosen to match your personal palette.
Male,Rectangle,Olive,Black,Winter,Formal,Campus,Cold & Windy,Pastel silk blouse,Navy chinos,Flat sandals,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Triangle,Dark,Black,Spring,Streetwear,Campus,Cold & Windy,Oversized hoodie,Navy chinos,Black boots,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Pear,Medium,Red,Spring,Smart Casual,Job Interview,Hot & Humid,Denim jacket,Cargo pants,Nude heels,"Crossbody bag, floppy hat",Accessories add a personal touch to your look.
Male,Apple,Tan,Black,Spring,Streetwear,Campus,Hot & Humid,Flowy tank top,Navy chinos,Flat sandals,"Pearl earrings, clutch bag",Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Hourglass,Dark,Red,Summer,Formal,Casual Outing,Rainy & Cool,Pastel silk blouse,High-waisted denim shorts,High-top sneakers,"Beanie, scarf",Layering keeps you warm and stylish for casual outings.
Male,Triangle,Dark,Red,Winter,Bohemian,Casual Outing,Cold & Windy,Loose cotton tunic,Slim-fit jeans,Espadrille sandals,Statement necklace,Shoes are comfortable for long walks.
Female,Pear,Tan,Red,Summer,Formal,Campus,Mild & Pleasant,Loose cotton tunic,Cargo pants,Nude heels,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Pear,Medium,Black,Autumn,Casual,Job Interview,Mild & Pleasant,Flowy tank top,Cargo pants,High-top sneakers,"Beanie, scarf",The outfit is easy to mix and match.
Male,Pear,Tan,Brown,Autumn,Bohemian,Job Interview,Cold & Windy,Denim jacket,Navy chinos,Flat sandals,"Crossbody bag, floppy hat",Colors are chosen to match your personal palette.
Female,Triangle,Light,Blonde,Winter,Elegant,Wedding Invitation,Rainy & Cool,Flowy tank top,Jogger pants,Flat sandals,Silk scarf,Soft colors and flowy fabrics suit the occasion and body shape.
Female,Rectangle,Tan,Brown,Spring,Bohemian,Casual Outing,Hot & Humid,Denim jacket,Maxi skirt,Ballet flats,Minimalist bracelet,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Pear,Medium,Gray,Summer,Smart Casual,Travel,Sunny & Warm,Flowy tank top,Pleated trousers,Nude heels,"Crossbody bag, floppy hat",Light fabrics keep you cool and accessories protect from the sun.
Male,Rectangle,Tan,Brown,Summer,Streetwear,Casual Outing,Sunny & Warm,Polo shirt,Pleated trousers,White sneakers,"Waterproof trench coat, leather belt",Classic pieces ensure comfort and style.
Female,Rectangle,Olive,Blonde,Spring,Casual,Travel,Hot & Humid,Denim jacket,High-waisted denim shorts,High-top sneakers,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Male,Triangle,Light,Brown,Spring,Smart Casual,Wedding Invitation,Sunny & Warm,Striped t-shirt,Cargo pants,White sneakers,"Waterproof trench coat, leather belt",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Rectangle,Light,Red,Summer,Bohemian,Travel,Rainy & Cool,Striped t-shirt,Wide-leg linen pants,Black boots,Silk scarf,Smart layers keep you dry and professional.
Male,Apple,Light,Brown,Autumn,Bohemian,Job Interview,Hot & Humid,White linen blouse,Navy chinos,Nude heels,"Leather backpack, watch",Classic pieces ensure comfort and style.
Female,Pear,Light,Blonde,Summer,Formal,Travel,Hot & Humid,Oversized hoodie,Pleated trousers,White sneakers,"Leather backpack, watch",Accessories add a personal touch to your look.
Female,Rectangle,Light,Blonde,Autumn,Elegant,Beach,Mild & Pleasant,Light blue oxford shirt,Pleated trousers,Ballet flats,"Leather backpack, watch",Colors are chosen to match your personal palette.
Female,Rectangle,Medium,Blonde,Winter,Elegant,Wedding Invitation,Sunny & Warm,Polo shirt,A-line floral skirt,Ballet flats,"Straw hat, sunglasses",Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Apple,Light,Black,Summer,Smart Casual,Formal Meeting,Rainy & Cool,Denim jacket,Pleated trousers,Nude heels,"Leather backpack, watch",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Apple,Medium,Gray,Winter,Streetwear,Hangout,Rainy & Cool,Polo shirt,A-line floral skirt,Nude heels,Silk scarf,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Rectangle,Light,Blonde,Spring,Formal,Formal Meeting,Mild & Pleasant,Pastel silk blouse,Cargo pants,Flat sandals,"Waterproof trench coat, leather belt",Colors are chosen to match your personal palette.
Female,Triangle,Light,Brown,Winter,Elegant,Hangout,Rainy & Cool,Light blue oxford shirt,Wide-leg linen pants,Ballet flats,Statement necklace,Classic pieces ensure comfort and style.
Male,Triangle,Light,Gray,Summer,Bohemian,Casual Outing,Rainy & Cool,Pastel silk blouse,Cargo pants,Black boots,Minimalist bracelet,Layering keeps you warm and stylish for casual outings.
Female,Apple,Olive,Black,Winter,Smart Casual,Hangout,Hot & Humid,Loose cotton tunic,Jogger pants,White sneakers,Silk scarf,Classic pieces ensure comfort and style.
Male,Triangle,Dark,Brown,Winter,Smart Casual,Casual Outing,Sunny & Warm,Light blue oxford shirt,Pleated trousers,Ballet flats,"Leather backpack, watch",Shoes are comfortable for long walks.
Female,Hourglass,Tan,Blonde,Spring,Streetwear,Job Interview,Cold & Windy,Striped t-shirt,Jogger pants,High-top sneakers,"Beanie, scarf",Classic pieces ensure comfort and style.
Male,Hourglass,Medium,Gray,Winter,Streetwear,Beach,Rainy & Cool,Oversized hoodie,Wide-leg linen pants,Flat sandals,"Crossbody bag, floppy hat",Light fabrics keep you cool and accessories protect from the sun.
Female,Pear,Dark,Black,Spring,Elegant,Beach,Hot & Humid,Denim jacket,Slim-fit jeans,Espadrille sandals,Minimalist bracelet,The outfit is easy to mix and match.
Female,Pear,Olive,Blonde,Autumn,Bohemian,Formal Meeting,Sunny & Warm,Pastel silk blouse,High-waisted denim shorts,High-top sneakers,"Waterproof trench coat, leather belt",Shoes are comfortable for long walks.
Female,Apple,Medium,Red,Winter,Elegant,Hangout,Hot & Humid,Loose cotton tunic,Jogger pants,Flat sandals,"Straw hat, sunglasses",Classic pieces ensure comfort and style.
Female,Apple,Light,Brown,Winter,Formal,Casual Outing,Cold & Windy,Flowy tank top,Pleated trousers,Espadrille sandals,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Male,Triangle,Medium,Blonde,Winter,Casual,Campus,Rainy & Cool,White linen blouse,High-waisted denim shorts,Espadrille sandals,Silk scarf,Shoes are comfortable for long walks.
Female,Triangle,Olive,Blonde,Spring,Streetwear,Beach,Sunny & Warm,Flowy tank top,Slim-fit jeans,High-top sneakers,Statement necklace,Classic pieces ensure comfort and style.
Male,Triangle,Dark,Brown,Spring,Smart Casual,Casual Outing,Sunny & Warm,Polo shirt,Slim-fit jeans,High-top sneakers,Minimalist bracelet,Colors are chosen to match your personal palette.
Female,Pear,Tan,Black,Autumn,Elegant,Casual Outing,Cold & Windy,Striped t-shirt,Cargo pants,Ballet flats,"Beanie, scarf",Classic pieces ensure comfort and style.
Male,Pear,Tan,Gray,Summer,Streetwear,Beach,Sunny & Warm,White linen blouse,A-line floral skirt,White sneakers,Statement necklace,Accessories add a personal touch to your look.
Female,Hourglass,Tan,Black,Summer,Smart Casual,Wedding Invitation,Cold & Windy,Denim jacket,Wide-leg linen pants,Black boots,"Leather backpack, watch",Classic pieces ensure comfort and style.
Female,Triangle,Tan,Blonde,Summer,Smart Casual,Campus,Cold & Windy,Light blue oxford shirt,Navy chinos,Slip-on shoes,"Beanie, scarf",The outfit is easy to mix and match.
Male,Apple,Tan,Brown,Spring,Formal,Casual Outing,Rainy & Cool,Oversized hoodie,Navy chinos,Brown loafers,"Pearl earrings, clutch bag",Shoes are comfortable for long walks.
Female,Rectangle,Light,Gray,Spring,Smart Casual,Formal Meeting,Mild & Pleasant,Oversized hoodie,Jogger pants,Slip-on shoes,"Crossbody bag, floppy hat",The outfit is easy to mix and match.
Male,Rectangle,Light,Brown,Spring,Streetwear,Wedding Invitation,Rainy & Cool,Striped t-shirt,Pleated trousers,Nude heels,"Crossbody bag, floppy hat",The outfit is easy to mix and match.
Male,Pear,Medium,Red,Autumn,Formal,Hangout,Rainy & Cool,Striped t-shirt,A-line floral skirt,White sneakers,Statement necklace,Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Hourglass,Dark,Brown,Summer,Streetwear,Hangout,Mild & Pleasant,Flowy tank top,Slim-fit jeans,Black boots,Silk scarf,Smart layers keep you dry and professional.
Male,Apple,Light,Black,Winter,Casual,Casual Outing,Mild & Pleasant,Flowy tank top,A-line floral skirt,Espadrille sandals,Silk scarf,Accessories add a personal touch to your look.
Male,Triangle,Olive,Red,Autumn,Formal,Casual Outing,Sunny & Warm,White linen blouse,Slim-fit jeans,Ballet flats,"Pearl earrings, clutch bag",Accessories add a personal touch to your look.
Male,Pear,Light,Blonde,Summer,Elegant,Beach,Mild & Pleasant,Striped t-shirt,Wide-leg linen pants,High-top sneakers,"Waterproof trench coat, leather belt",Shoes are comfortable for long walks.
Male,Apple,Medium,Red,Winter,Smart Casual,Beach,Mild & Pleasant,Loose cotton tunic,Jogger pants,Flat sandals,Silk scarf,Colors are chosen to match your personal palette.
Female,Triangle,Tan,Red,Spring,Smart Casual,Wedding Invitation,Sunny & Warm,Pastel silk blouse,Navy chinos,Ballet flats,"Pearl earrings, clutch bag",Colors are chosen to match your personal palette.
Female,Hourglass,Tan,Blonde,Autumn,Bohemian,Travel,Sunny & Warm,Oversized hoodie,A-line floral skirt,White sneakers,"Pearl earrings, clutch bag",Accessories add a personal touch to your look.
Female,Triangle,Olive,Black,Spring,Elegant,Casual Outing,Mild & Pleasant,Polo shirt,Pleated trousers,Nude heels,"Waterproof trench coat, leather belt",Accessories add a personal touch to your look.
Female,Triangle,Tan,Red,Spring,Streetwear,Campus,Mild & Pleasant,Pastel silk blouse,Navy chinos,Flat sandals,Silk scarf,Classic pieces ensure comfort and style.
Female,Apple,Dark,Gray,Winter,Casual,Beach,Hot & Humid,Striped t-shirt,Maxi skirt,High-top sneakers,Silk scarf,Soft colors and flowy fabrics suit the occasion and body shape.
Male,Hourglass,Tan,Blonde,Summer,Streetwear,Casual Outing,Cold & Windy,Flowy tank top,Slim-fit jeans,Black boots,"Leather backpack, watch",Accessories add a personal touch to your look.
Male,Apple,Olive,Gray,Autumn,Smart Casual,Hangout,Mild & Pleasant,Striped t-shirt,A-line floral skirt,Espadrille sandals,"Pearl earrings, clutch bag",Layering keeps you warm and stylish for casual outings.
Female,Apple,Dark,Blonde,Autumn,Streetwear,Beach,Sunny & Warm,Oversized hoodie,Pleated trousers,Slip-on shoes,Silk scarf,Shoes are comfortable for long walks.
Female,Triangle,Medium,Brown,Autumn,Smart Casual,Job Interview,Hot & Humid,Striped t-shirt,High-waisted denim shorts,Brown loafers,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Rectangle,Olive,Blonde,Spring,Formal,Campus,Mild & Pleasant,Light blue oxford shirt,Wide-leg linen pants,Nude heels,"Straw hat, sunglasses",Smart layers keep you dry and professional.
Male,Hourglass,Light,Blonde,Autumn,Smart Casual,Hangout,Mild & Pleasant,Oversized hoodie,High-waisted denim shorts,Brown loafers,Silk scarf,Layering keeps you warm and stylish for casual outings.
Female,Hourglass,Light,Black,Spring,Casual,Wedding Invitation,Rainy & Cool,Light blue oxford shirt,Maxi skirt,Ballet flats,Silk scarf,Classic pieces ensure comfort and style.
Male,Triangle,Olive,Gray,Autumn,Smart Casual,Job Interview,Cold & Windy,Loose cotton tunic,Slim-fit jeans,Flat sandals,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Female,Triangle,Olive,Gray,Spring,Bohemian,Travel,Cold & Windy,Oversized hoodie,Navy chinos,Flat sandals,Minimalist bracelet,Accessories add a personal touch to your look.
Male,Triangle,Tan,Brown,Summer,Elegant,Casual Outing,Rainy & Cool,Light blue oxford shirt,Pleated trousers,Slip-on shoes,"Crossbody bag, floppy hat",Colors are chosen to match your personal palette.
Female,Apple,Light,Gray,Autumn,Formal,Casual Outing,Sunny & Warm,Pastel silk blouse,High-waisted denim shorts,Espadrille sandals,"Waterproof trench coat, leather belt",Light fabrics keep you cool and accessories protect from the sun.
Male,Apple,Dark,Red,Autumn,Streetwear,Campus,Cold & Windy,Flowy tank top,High-waisted denim shorts,Espadrille sandals,Statement necklace,The outfit is easy to mix and match.
Male,Triangle,Dark,Red,Spring,Casual,Hangout,Hot & Humid,Denim jacket,A-line floral skirt,Flat sandals,"Leather backpack, watch",Light fabrics keep you cool and accessories protect from the sun.
Male,Rectangle,Dark,Brown,Summer,Formal,Job Interview,Hot & Humid,Flowy tank top,Jogger pants,Brown loafers,"Straw hat, sunglasses",Smart layers keep you dry and professional.
Female,Hourglass,Light,Brown,Autumn,Streetwear,Wedding Invitation,Sunny & Warm,Oversized hoodie,Pleated trousers,Black boots,Silk scarf,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Apple,Dark,Blonde,Spring,Bohemian,Beach,Mild & Pleasant,Pastel silk blouse,Slim-fit jeans,Brown loafers,"Straw hat, sunglasses",Classic pieces ensure comfort and style.
Female,Pear,Medium,Brown,Winter,Elegant,Hangout,Mild & Pleasant,Flowy tank top,Jogger pants,White sneakers,"Pearl earrings, clutch bag",Shoes are comfortable for long walks.
Male,Hourglass,Tan,Black,Spring,Formal,Formal Meeting,Cold & Windy,Loose cotton tunic,Maxi skirt,Espadrille sandals,Statement necklace,The outfit is easy to mix and match.
Female,Pear,Light,Red,Summer,Elegant,Campus,Mild & Pleasant,Oversized hoodie,Slim-fit jeans,Nude heels,"Beanie, scarf",Accessories add a personal touch to your look.
Male,Apple,Light,Red,Autumn,Formal,Job Interview,Mild & Pleasant,Oversized hoodie,Cargo pants,Flat sandals,"Beanie, scarf",Shoes are comfortable for long walks.
Male,Hourglass,Medium,Red,Spring,Smart Casual,Travel,Rainy & Cool,Oversized hoodie,Pleated trousers,Black boots,"Waterproof trench coat, leather belt",Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Rectangle,Dark,Black,Spring,Streetwear,Formal Meeting,Rainy & Cool,Oversized hoodie,Navy chinos,White sneakers,"Crossbody bag, floppy hat",Smart layers keep you dry and professional.
Male,Pear,Olive,Blonde,Spring,Formal,Travel,Hot & Humid,Pastel silk blouse,Jogger pants,Black boots,"Beanie, scarf",The outfit is easy to mix and match.
Male,Hourglass,Medium,Red,Autumn,Elegant,Travel,Mild & Pleasant,Pastel silk blouse,High-waisted denim shorts,Brown loafers,"Pearl earrings, clutch bag",Layering keeps you warm and stylish for casual outings.
Male,Rectangle,Dark,Red,Winter,Streetwear,Travel,Rainy & Cool,Light blue oxford shirt,Cargo pants,Flat sandals,"Waterproof trench coat, leather belt",Accessories add a personal touch to your look.
Female,Triangle,Light,Brown,Spring,Casual,Campus,Hot & Humid,Oversized hoodie,Navy chinos,Nude heels,"Crossbody bag, floppy hat",Accessories add a personal touch to your look.
Male,Rectangle,Light,Gray,Spring,Bohemian,Formal Meeting,Sunny & Warm,Denim jacket,Maxi skirt,Nude heels,Statement necklace,Light fabrics keep you cool and accessories protect from the sun.
Female,Rectangle,Medium,Red,Autumn,Bohemian,Travel,Cold & Windy,Flowy tank top,Wide-leg linen pants,Nude heels,Silk scarf,Colors are chosen to match your personal palette.
Male,Triangle,Olive,Blonde,Winter,Casual,Travel,Mild & Pleasant,Striped t-shirt,Wide-leg linen pants,White sneakers,"Pearl earrings, clutch bag",The outfit is easy to mix and match.
Female,Pear,Olive,Blonde,Autumn,Casual,Beach,Cold & Windy,Polo shirt,High-waisted denim shorts,Ballet flats,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Male,Pear,Light,Brown,Winter,Casual,Travel,Sunny & Warm,Oversized hoodie,A-line floral skirt,Nude heels,"Pearl earrings, clutch bag",Accessories add a personal touch to your look.
Male,Triangle,Light,Blonde,Winter,Elegant,Travel,Mild & Pleasant,Polo shirt,High-waisted denim shorts,High-top sneakers,"Crossbody bag, floppy hat",Smart layers keep you dry and professional.
Male,Rectangle,Tan,Brown,Spring,Elegant,Campus,Sunny & Warm,White linen blouse,Cargo pants,Nude heels,"Leather backpack, watch",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Apple,Light,Brown,Winter,Bohemian,Campus,Rainy & Cool,Pastel silk blouse,Wide-leg linen pants,Slip-on shoes,"Straw hat, sunglasses",Light fabrics keep you cool and accessories protect from the sun.
Female,Apple,Dark,Red,Autumn,Smart Casual,Wedding Invitation,Mild & Pleasant,Oversized hoodie,Jogger pants,Espadrille sandals,Silk scarf,Colors are chosen to match your personal palette.
Male,Hourglass,Dark,Blonde,Summer,Streetwear,Wedding Invitation,Hot & Humid,White linen blouse,A-line floral skirt,Nude heels,"Beanie, scarf",Smart layers keep you dry and professional.
Male,Rectangle,Olive,Brown,Spring,Smart Casual,Travel,Hot & Humid,Pastel silk blouse,High-waisted denim shorts,Espadrille sandals,"Straw hat, sunglasses",Shoes are comfortable for long walks.
Male,Hourglass,Olive,Blonde,Summer,Streetwear,Travel,Cold & Windy,Oversized hoodie,A-line floral skirt,Black boots,"Crossbody bag, floppy hat",Light fabrics keep you cool and accessories protect from the sun.
Female,Pear,Medium,Red,Autumn,Streetwear,Wedding Invitation,Cold & Windy,Pastel silk blouse,Navy chinos,Ballet flats,"Beanie, scarf",Smart layers keep you dry and professional.
Female,Hourglass,Medium,Brown,Spring,Formal,Wedding Invitation,Mild & Pleasant,Oversized hoodie,Cargo pants,Slip-on shoes,"Beanie, scarf",Shoes are comfortable for long walks.
Male,Rectangle,Medium,Brown,Spring,Formal,Job Interview,Rainy & Cool,White linen blouse,Navy chinos,White sneakers,Statement necklace,Layering keeps you warm and stylish for casual outings.
Male,Rectangle,Dark,Black,Autumn,Smart Casual,Campus,Sunny & Warm,Pastel silk blouse,Cargo pants,High-top sneakers,"Waterproof trench coat, leather belt",The outfit is easy to mix and match.
Male,Triangle,Olive,Black,Summer,Streetwear,Formal Meeting,Mild & Pleasant,Oversized hoodie,Navy chinos,Black boots,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Pear,Medium,Black,Spring,Bohemian,Casual Outing,Sunny & Warm,Light blue oxford shirt,Maxi skirt,Ballet flats,Minimalist bracelet,The outfit is easy to mix and match.
Female,Pear,Medium,Black,Spring,Bohemian,Formal Meeting,Hot & Humid,Oversized hoodie,Wide-leg linen pants,Espadrille sandals,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Apple,Dark,Gray,Spring,Bohemian,Travel,Rainy & Cool,Flowy tank top,Slim-fit jeans,Slip-on shoes,Statement necklace,Layering keeps you warm and stylish for casual outings.
Male,Apple,Olive,Red,Summer,Streetwear,Campus,Sunny & Warm,Light blue oxford shirt,Pleated trousers,High-top sneakers,"Beanie, scarf",Smart layers keep you dry and professional.
Female,Apple,Dark,Gray,Summer,Bohemian,Wedding Invitation,Sunny & Warm,Denim jacket,Jogger pants,Slip-on shoes,"Beanie, scarf",The outfit is easy to mix and match.
Female,Hourglass,Medium,Brown,Spring,Elegant,Wedding Invitation,Cold & Windy,Striped t-shirt,Cargo pants,Black boots,Statement necklace,Accessories add a personal touch to your look.
Male,Apple,Tan,Black,Autumn,Elegant,Travel,Sunny & Warm,Pastel silk blouse,Jogger pants,Brown loafers,"Pearl earrings, clutch bag",Light fabrics keep you cool and accessories protect from the sun.
Female,Hourglass,Medium,Black,Summer,Elegant,Campus,Hot & Humid,Striped t-shirt,Slim-fit jeans,Brown loafers,"Waterproof trench coat, leather belt",Classic pieces ensure comfort and style.
Male,Pear,Medium,Gray,Summer,Bohemian,Hangout,Hot & Humid,Pastel silk blouse,Navy chinos,Brown loafers,"Waterproof trench coat, leather belt",Smart layers keep you dry and professional.
Male,Pear,Dark,Blonde,Spring,Smart Casual,Job Interview,Cold & Windy,Pastel silk blouse,Pleated trousers,White sneakers,Silk scarf,The outfit is easy to mix and match.
Male,Rectangle,Tan,Gray,Spring,Elegant,Formal Meeting,Sunny & Warm,Flowy tank top,Cargo pants,Black boots,Statement necklace,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Triangle,Dark,Blonde,Winter,Casual,Wedding Invitation,Mild & Pleasant,Striped t-shirt,Maxi skirt,Nude heels,"Leather backpack, watch",Layering keeps you warm and stylish for casual outings.
Female,Apple,Dark,Blonde,Autumn,Casual,Campus,Rainy & Cool,Denim jacket,High-waisted denim shorts,Espadrille sandals,"Leather backpack, watch",Colors are chosen to match your personal palette.
Male,Pear,Dark,Brown,Winter,Smart Casual,Formal Meeting,Mild & Pleasant,Flowy tank top,Jogger pants,Espadrille sandals,"Waterproof trench coat, leather belt",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Apple,Tan,Gray,Autumn,Streetwear,Job Interview,Mild & Pleasant,Light blue oxford shirt,Slim-fit jeans,Slip-on shoes,"Waterproof trench coat, leather belt",Shoes are comfortable for long walks.
Male,Triangle,Medium,Black,Winter,Casual,Campus,Sunny & Warm,Pastel silk blouse,High-waisted denim shorts,Flat sandals,"Beanie, scarf",Classic pieces ensure comfort and style.
Female,Apple,Medium,Gray,Summer,Streetwear,Beach,Hot & Humid,Pastel silk blouse,Pleated trousers,Brown loafers,Silk scarf,Smart layers keep you dry and professional.
Male,Hourglass,Light,Red,Summer,Formal,Casual Outing,Mild & Pleasant,Striped t-shirt,Maxi skirt,Nude heels,"Straw hat, sunglasses",Soft colors and flowy fabrics suit the occasion and body shape.
Female,Apple,Light,Black,Winter,Streetwear,Formal Meeting,Rainy & Cool,Polo shirt,Pleated trousers,Nude heels,Minimalist bracelet,Colors are chosen to match your personal palette.
Male,Rectangle,Olive,Blonde,Autumn,Streetwear,Campus,Mild & Pleasant,White linen blouse,A-line floral skirt,Brown loafers,"Straw hat, sunglasses",Layering keeps you warm and stylish for casual outings.
Female,Pear,Tan,Blonde,Autumn,Casual,Hangout,Cold & Windy,White linen blouse,Pleated trousers,Brown loafers,"Waterproof trench coat, leather belt",Layering keeps you warm and stylish for casual outings.
Female,Hourglass,Tan,Brown,Winter,Formal,Formal Meeting,Cold & Windy,Light blue oxford shirt,Maxi skirt,Flat sandals,"Leather backpack, watch",Shoes are comfortable for long walks.
Male,Pear,Light,Brown,Autumn,Elegant,Wedding Invitation,Cold & Windy,Flowy tank top,Wide-leg linen pants,High-top sneakers,"Beanie, scarf",Breathable fabrics and loose fits are perfect for travel in hot weather.
Female,Pear,Tan,Black,Spring,Streetwear,Beach,Mild & Pleasant,Light blue oxford shirt,Jogger pants,Flat sandals,Statement necklace,Soft colors and flowy fabrics suit the occasion and body shape.
Male,Rectangle,Medium,Black,Autumn,Bohemian,Casual Outing,Cold & Windy,Light blue oxford shirt,Cargo pants,Flat sandals,"Straw hat, sunglasses",The outfit is easy to mix and match.
Male,Pear,Dark,Black,Winter,Formal,Casual Outing,Mild & Pleasant,Flowy tank top,Pleated trousers,Slip-on shoes,"Beanie, scarf",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Triangle,Medium,Brown,Spring,Smart Casual,Travel,Sunny & Warm,Oversized hoodie,Maxi skirt,Flat sandals,"Beanie, scarf",Shoes are comfortable for long walks.
Female,Hourglass,Light,Black,Winter,Elegant,Beach,Mild & Pleasant,Polo shirt,Navy chinos,Espadrille sandals,Silk scarf,The outfit is easy to mix and match.
Male,Pear,Dark,Blonde,Summer,Smart Casual,Travel,Hot & Humid,Striped t-shirt,Wide-leg linen pants,Black boots,"Crossbody bag, floppy hat",Colors are chosen to match your personal palette.
Male,Triangle,Dark,Gray,Winter,Formal,Campus,Cold & Windy,Flowy tank top,High-waisted denim shorts,High-top sneakers,"Pearl earrings, clutch bag",Layering keeps you warm and stylish for casual outings.
Female,Pear,Light,Gray,Autumn,Bohemian,Wedding Invitation,Cold & Windy,Polo shirt,A-line floral skirt,Flat sandals,Silk scarf,Colors are chosen to match your personal palette.
Male,Pear,Tan,Brown,Autumn,Smart Casual,Job Interview,Cold & Windy,Pastel silk blouse,Navy chinos,Flat sandals,"Leather backpack, watch",Soft colors and flowy fabrics suit the occasion and body shape.
Male,Apple,Olive,Black,Summer,Formal,Campus,Rainy & Cool,Polo shirt,Maxi skirt,Flat sandals,"Waterproof trench coat, leather belt",Layering keeps you warm and stylish for casual outings.
Male,Hourglass,Tan,Black,Winter,Streetwear,Hangout,Rainy & Cool,White linen blouse,Cargo pants,Flat sandals,"Waterproof trench coat, leather belt",Shoes are comfortable for long walks.
Male,Pear,Tan,Black,Autumn,Elegant,Beach,Rainy & Cool,White linen blouse,Wide-leg linen pants,Slip-on shoes,"Straw hat, sunglasses",Smart layers keep you dry and professional.
Male,Triangle,Medium,Blonde,Spring,Smart Casual,Formal Meeting,Rainy & Cool,Polo shirt,Slim-fit jeans,Flat sandals,Statement necklace,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Rectangle,Tan,Blonde,Summer,Elegant,Casual Outing,Mild & Pleasant,Denim jacket,Jogger pants,White sneakers,Silk scarf,The outfit is easy to mix and match.
Male,Hourglass,Dark,Red,Summer,Smart Casual,Beach,Sunny & Warm,Oversized hoodie,High-waisted denim shorts,Ballet flats,Silk scarf,Breathable fabrics and loose fits are perfect for travel in hot weather.
Male,Pear,Light,Black,Winter,Streetwear,Job Interview,Cold & Windy,Denim jacket,High-waisted denim shorts,Espadrille sandals,"Beanie, scarf",Accessories add a personal touch to your look.
Male,Pear,Tan,Black,Spring,Smart Casual,Casual Outing,Rainy & Cool,Polo shirt,Navy chinos,Slip-on shoes,"Pearl earrings, clutch bag",Smart layers keep you dry and professional.
Female,Hourglass,Olive,Gray,Spring,Elegant,Casual Outing,Mild & Pleasant,Oversized hoodie,Maxi skirt,Brown loafers,"Beanie, scarf",Colors are chosen to match your personal palette.
